publishedAt,authorDisplayName,textDisplay
2023-09-26T08:28:27Z,@artworkscimolmul6191,Alhamdulillah
2023-09-26T08:24:17Z,@hotbybrz3516,"ketawa aja, selama sistemnya salah. mau di tutup mau di kurangi hasilnya sama saja pak menteri"
2023-09-26T08:22:07Z,@anji6456,Tidak bisa bersaing harga nyalahin Tiktok. Payah
2023-09-26T08:20:39Z,@firmanputraoleng1415,"😂😂😂😂mending urus koruptor yang lebih merugikan negara, jangan di lindungi, malah ngurus jualan online yang mempermudah masyarakat"
2023-09-26T08:17:30Z,@syarifazza0074,Semua pasar2 konvensinal punya masalah yang kompleks yang bikin biaya tinggi..sedangkan online tidak ada masalah jadi bisa lebih murah
2023-09-26T08:15:02Z,@anapol4704,"Sudah waktunya presiden dari keturunan yaman,"
2023-09-26T08:14:45Z,@sarahangelic1140,Hancurin  Rakyat kecil  berdagang  di Online
2023-09-26T08:07:32Z,@usielchannel517,"Pak, jangan bikin alasan karna produk impor lebih murah daripada produk lokal, apa iya rakyatnya mau disuguhkan harga mahal terus pak? Jika ingin bersaing dengan produk impor turunkan juga harga produk lokal pak, tapi yang berkwalitas yang sama."
2023-09-28T03:11:32Z,@michaeldavid768,"Sulit bang, di China Sana industri nya di subsidi terus pajak ekspor kecil jadi barang bisa murah, sebenarnya bukan cuma masalah diatas yang jadi masalah ada banyak tapi itu salah satunya saja"
2023-09-26T08:01:48Z,@aziscolins3241,Kok masih buka tiktokshop nya?
2023-09-26T07:59:36Z,@newhp8835,"Sejak ada tiktok... Bukan cuma dagangan, manusia juga jadi hobi menyanyi dan joget 2 .. Kalau liat wanita berjoget masih mending.. Ini lelaki joget melambai di tiktok... Jijik ngeliatnya…"
2023-09-26T07:55:19Z,@next_729,"Sekalian saja blokir tiktok sampah itu, negara maju seperti Amerika, jepang, korea dan negara barat saja blokir tiktok karena tiktok perusak moral bangsa yang dirancang oleh pemerintah komunis China menjatuhkan bangsa lain, karena tiktok termasuk anggota komunis China"
2023-09-26T07:55:18Z,@halimfusianto225,kalau masih sama bagaimana?
2023-09-26T07:50:44Z,@tediken,pemerintah bisa apa .tiktok kan punya aplikasi cina .....kentut
2023-09-26T07:40:21Z,@KritikBolehkan,"Rakyat konoha doyan belanja produk china, tidak lama lagi juga banyak yang hidup sengsara, karena ekonomi ya diperas oleh kungfu panda made in china. 🤣"
2023-09-26T07:38:33Z,@anangaja1647,Nah coba kita lihat setelah ini kalo pedagang tetap sepi berarti bukan ecommerce penyebabnya. Mereka mau menyalahkan siapa lagi coba... 😂😂
2023-09-26T07:38:11Z,@antinazmiati-ln6ys,Hapus TikTok
2023-09-26T07:36:24Z,@mpanduisbandi601,Mau murah apa mahal yah masyarakat....bebas sih
2023-09-26T07:34:48Z,@oghedecoration6333,Giliran pake bisnis online dilarang...tetapi katanya mau maju ini negeri..jadi kocak ya
2023-09-26T07:33:02Z,@ReighaKhaleed,"Ternyata masyarakat wakanda lebih suka balik ke ZAMAN BATU daripada harus melek teknologi😂, harusnya artis tidak boleh jualan"
2023-09-26T07:32:52Z,@ReighaKhaleed,
2023-09-26T07:31:59Z,@AdiPasaman-xd7ub,Apanya yang dihapus masih bisa belanja kok..
2023-09-26T07:29:19Z,@anggatshu10,Gimama enaknya aja deh.. Lanjutkan...
2023-09-26T07:28:36Z,@zidanespt4055,Lambat bos......
2023-09-26T07:27:53Z,@ordarorder4729,"Tiktokshop dilarang, game online slot dibiarkan"
2023-09-26T07:25:04Z,@anthonyhalim5979,"Jabatan hasil giveaway selalu diluar nurul kebijakan2 nya Yang harus ditingkatkan itu kompetensi penjual kualitas produk lokalnya, atur alur produksi distribusi seefisien mungkin biar harga bisa tetap bersaing. Kebiasaan dimanja pake peraturan giliran ketemu lawan lebih unggul dikit langsung tantrum"
2023-09-26T07:24:12Z,@safiramardani6173,Setuju banget saya sama pemerintah❤ baru kali ini saya suka sikap pemerintah. saya bukan pedagang tetapi saya kasihan. Lihat pedagang... kios2.
2023-09-26T07:21:10Z,@solihaalya5466,bulshit......influencer judol tertawa melihat ini
2023-09-26T07:18:58Z,@miayarti9859,Kalau tidak mau kalah saing semua ikut jualan dititok aja. Dengan adanya tiktokshop ini rakyat kecil juga bisa merasakan harga murah. Tolong pemerintah juga mempertimbangkan keputusan ini
2023-09-26T07:17:49Z,@irfannusantoro7161,Apa yg di langgar??
2023-09-26T07:14:09Z,@bafirtv3872,Tiktok bayar pajak nya .cuma sedikit....
2023-09-26T07:02:42Z,@riizzaa9954,Larang apa tutup?? Kalo larang doang mah masih ada. Tutup dong kalo emang bener
2023-09-26T07:02:08Z,@asepwungkul5229,Yang komen kecewa pasti dia jualan di tiktok...😅
2023-09-26T06:58:37Z,@hirozzenyt9210,Mamam kau tokek shop😂
2023-09-26T06:55:07Z,@klarisachannel2494,"Judi online, pinjol , game online yang bikin anak2 malas belajar juga harus di hapus, kalian itu pintar semua nya tapi tidak peka"
2023-09-26T06:51:16Z,@dediisafiahlaksana,jaman si joko mall tutup pasar tutup
2023-09-26T06:47:55Z,@sunar586,Terus nasib tokopedia gimana?
2023-09-26T06:39:28Z,@indragtlo2145,Mantap
2023-09-26T06:38:37Z,@gstreaming7,"pedagang di tanah abang sudah bertahun-tahun berada di zona nyaman dengan omset puluhan juta perhari.... suka tidak suka era sudah berubah... seperti halnya awal muncul OJOL, ada resistensi juga dari OPANG...."
2023-09-26T06:36:02Z,@SC-rv5qc,"Karena omset ku masih kecil jadi tidak terasa , apa yang di selamatkan 😂 Apa cuman yang di selamatkan golongan tertentu , biar si miskin belanja barang mahal yang mana sepatutnya harga itu memang murah ."
2023-09-28T03:18:42Z,@michaeldavid768,"Masalahnya tidak di Tanah Abang aja yang merasa, hampir seluruh indo merasa toko offline kalah saing karena barang di tiktokshop murah tidak ngotak"
2023-09-26T06:35:52Z,@naturalchannel22,Yang GAPTEK ya kalah
2023-09-26T06:34:32Z,@suarawongndeso2900,Lha gitu meskipun  telat
2023-09-26T06:32:49Z,@broth4334,Kemajuan teknologi kok dilarang. Yang bener harusnya dibimbing untuk beradaptasi dong
2023-09-26T06:56:23Z,@AngelChan-rg5se,"Santai bre, pak ganjar jadi presiden nanti di ijinkan lagi kok"
2023-09-26T06:22:32Z,@bobbykhan5306,HAHAHAAHAHAHAAAAAAAAAAAA
2023-09-26T06:20:19Z,@iyonmahesa2726,Lah omong kosong.. bukti nya masih ada tuh tiktokshop😅😅😅 kocak lu zul panjul Baru banget saya cek tiktok😅
2023-09-26T06:17:14Z,@kajianrumah,Menurut saya ini bukan masalah tiktok. Tapi kondisi perekonomian dunia yang sedang kolap akibat perang di negara lain dan juga kemarau panjang membuat perkonomian tidak berkembang
2023-09-26T06:14:32Z,@sabil6333,ya kalau mau bersaing harga sewa toko offline di buat murah lah kalau bisa gratis... Melarang melarang sesuatu trobosan bukan sesuatu yang baik.
2023-09-26T06:09:47Z,@somdani4363,negeri konoha.
2023-09-26T06:03:47Z,@alamikan856,"Mungkin pertimbangannya berapa banyak yang merugi, offline banding online. Lebih banyak pedagang offline yang rugi."
2023-09-26T06:01:36Z,@pencariilmu6831,Semakin tinggi gengsi Semakin terpuruk produk dalam negeri
2023-09-26T06:00:56Z,@smilling1035,"Walaupun di larang tetap sepi tanah abang😂😂,btw tanggal 13 sep kemarin Amerika buka tiktok shop lo😂 ,ehh 1 lagi di tanah abang juga ada made in China, Taiwan, Bangkok paling banyak 😂😂😂😂😂"
2023-09-26T06:00:39Z,@fachriilyas2149,Jak Lingko hapus juga itu menutup rejeki opang dan ojol dan angkot
2023-09-26T05:50:35Z,@hankytan,"kelihatannya sosial commerce di tutup, belum tentu umkm seperti tanah abang akan rame lagi."
2023-09-26T05:48:52Z,@ahadyanto8654,"Kebijakan kok cuma reaktif ? , Mestinya kan preventif.😊"
2023-09-26T05:45:23Z,@tjongjiusang2174,"Shopee juga sama, kalau mau ekonomi Indonesia membaik kembali normal"
2023-09-26T05:21:47Z,@andikurniawan2985,Kabar judi online bagaimana apakah sudah di blacklist
2023-09-26T05:20:15Z,@anihandayani1265,"Sebenarnya , yang berdagang ofline juga bisa mempromosikan dagangan nya melalui tiktokshop. Mungkin beda nya , yang ofline pembeli nya harus datang langsung. Jadi promosi saja. Tapi sebenar nya bukan masalah offline online nya sih. Ya, sekarang mah lagi ekonomi terpuruk saja. Males belanja2 jauh2 di tanah abang. Lagi sulit keuangan. Mikirin buat makan. Toko sembako mah laris saja kan. Boro2 mikirin beli baju sekarang mah. Beli beras saja yang utama kebutuhan sehari2 sudah bikin puyeng. Naik terus. Sudah dekat2 lebaran mungkin nanti pasar2 rame lagi deh."
2023-09-26T05:11:20Z,@user-bv3ky8zq8k,Imbas presiden dulu yang tanda tangan produk luar masuk
2023-09-26T05:09:37Z,@theoikkiofficial8820,"Menurut ku kebijakan pemerintah tidak adil,kenapa tidak tutup saja jalur import kan dari situ masalahnya yang membunuh para pedagang sama petani pemerintah sudah banyak membunuh para affiliator(konten creator) yang mencari cuan di tiktokshop"
2023-09-26T06:26:08Z,@rudywinoto5837,Setuju.produk import yang boleh di import hanya produk yang tidak di produksi di Indonesia
2023-09-26T06:32:06Z,@theoikkiofficial8820,namanya tutup import itu  artinya semua negara tidak boleh masuk
2023-09-26T05:02:49Z,@leneditan,Undang2nya ketinggalan dengan zaman ya pak😂😂
2023-09-26T05:02:20Z,@leneditan,Yah solusinya membingungkan 😂😂
2023-09-26T05:00:49Z,@orvillechristian7963,ha..ha...ha...aneh ya!! zaman dah berubah bro!!
2023-09-26T04:58:06Z,@MuhamadSubhan-kv3vq,Pinjol tutup pemerintah biar indonesia bebas riba
2023-09-26T04:55:47Z,@nadhiraazzahra1132,Kominfo mana kominfoo
2023-09-26T04:54:14Z,@edisuryanto7753,TRUBUS AHLI KEBIJAKAN TAPI  tidAK PINTAR BLASS...
2023-09-26T04:51:08Z,@funhousegaming3114,pindah ke shoppe
2023-09-26T04:48:38Z,@atah6464,Mall dan pasar tradisional akan ramai lagi
2023-09-26T04:47:12Z,@atah6464,Udah lama kok baru nyadar
2023-09-26T04:46:27Z,@Rio-Gameplay-Station,What the hell is this?
2023-09-26T04:45:03Z,@dedyprasetyo2020,Penggunaan produk lokal ditingkatkan kembali demi pelaku usaha tetap berjalan dan para pekerja pun tidak terancam phk
2023-09-26T04:43:44Z,@abdulasees1263,Orang cari nafkah dilarang
2023-09-26T04:36:05Z,@user-tg7uh9vx9y,Mantap pak..
2023-09-26T04:34:03Z,@dinar2829,Rentenir dikasih izin usaha sampe banyak rakyat yang hidupnya hancur... Jualan online tidak dikasih izin usaha dengan alasan pasar tanah abang sepi... Mari kita buktikan apakah mall dan tanah abang akan kembali ramai seperti tahun 90an dan awal2 tahun 2000an... Hahahahha
2023-09-26T04:29:33Z,@pemandangandesachannel,"Meski di larang, pasar tanah abang tetap sepi 😅, orang lebih suka belanja online"
2023-09-26T04:28:44Z,@aryandrally4186,Hapus saja tiktok dari indo
2023-09-26T04:25:17Z,@faryabiubaisfaryabi5748,Sekalian olshop lainnya Budaya kita silaturahim Transaksi langsug seperti dulu Hidupkan pasar tradisional
2023-09-26T04:22:08Z,@abdulkholik7160,terus gimana dananya yang sudah masuk di tiktok belom cair?
2023-09-26T04:19:38Z,@ahmadmarudi312,"Ini yang disebut kera dihutan disusui, anak sendiri dirumah kelaparan..mudah mudahan bukan pencitraan dan gebrakan sesaat."
2023-09-26T04:19:03Z,@petualangjalanan12,😂ini habis di hapus masih sepi mu kambinghitamkan siapa lagi ? Sekelas mentri kok sedikit pemikirannya 😂 parah.
2023-09-26T04:13:50Z,@flower_k8713,"bagus memang harus dilarang, medsos kok jualan. selain itu impor ilegal juga harus diperketat, kalau tidak bisa mengancam penjualan produk dalam negeri"
2023-09-26T04:09:18Z,@MancingSubangChannel,NASIB PARA PENGANGGURAN JADI KEMBALI NGANGGUR DONG KALau TIKTOK DITUTUP. SEMENTARA CARI KERJAAN SUSAH
2023-09-26T04:02:33Z,@ironmanindonesia6462,Kalau dilanggar pemerintah tegas pidanakan mereka.
2023-09-26T04:00:23Z,@lutfikirantho6138,permasalahannya barang import yang banyak dijual...seharusnya yang dilarang barang import  dan ilegal saja...
2023-09-26T03:59:52Z,@trac3a19,"hanya narasi dan wacana, kenyataan nya tidak ada aksi, pemerintah hanya mau uang beacukai dan pajak barang import, tapi membiarkan sektor umkm/retail lokal berdarah-darah"
2023-09-26T03:59:12Z,@FerdiNando-wd7yy,Tutup semua sistem online.. Mereka bukan fondasi ekonomi negara. Iklan boleh jualan no. Bahaya negeri ini kalau online bebas.
2023-09-26T03:51:48Z,@user-bc9ip6qd4l,zaman nya digitalisasi masa tiktokshop di larang kemunduran tidak bisa maju
2023-09-26T03:43:23Z,@husnulfalah7979,Mantap
2023-09-26T03:41:08Z,@muhammadfaqihiltizzam1040,"Masyarakat males bayar parkir, dimana mana parkir, udah gitu kalo motor rusak atau hilang tukang parkir tidak mau tanggung jawab.. mending belanja online praktis..tinggal nunggu dirumah beres"
2023-09-26T03:32:11Z,@antovani7253,Kabar pinjol ada kami kok tenggelam
2023-09-26T03:30:33Z,@bolokurowo7699,Bagimana dengan fb marketplace
2023-09-26T03:29:17Z,@pt.agustamitrasukses132,"tanah abang sepi karena disana tidak nyaman . Macet, sumpek, harga di getok kalau tidak bisa nego, belum lagi banyak copet..Huh sepi pelanggan kok nyalahin tiktok.  Cengeng banget, makanya berbenah..bikin inovasi, , tetanggaku jual di tanah abang sekaligus buka online shop tetap makmur kok malahan berkembang lagi sepi ngeluhnya sampe luar angkasa giliran cuan jelang lebaran pada sok sok pamer bisa beli ini itu.. kampret 😂"
2023-09-26T03:29:07Z,@ZeroTobat-uh8it,Sekalian larang pinjol juga pak.  Juga sangat meresahkan.
2023-09-26T03:28:42Z,@tukangsapujalan6064,Hahahahahahahah
2023-09-26T03:25:25Z,@bm-xf1iy,Ini berlaku per kapan..soalnya hari ini masih bisa belanja di TikTok
2023-09-26T03:21:27Z,@BangRudijam336,Bukan masalah dagang online nya..tapi harga nya yang ngerusak pasaran..kalau bersaing secara sehat mah tidak masalah..yang jadi masalah mereka jualan ngrusak harga pasaran
2023-09-26T03:20:47Z,@purwandoni6618,Masalah nya memang bangsa kita bangga kalau barang luar ketimbang prodok dalam negeri tapi ada masalah juga dengan kualitas prodok barang indo kita beli mahal begitu dipakai  sudah rusak beda dengan barang cina murah tapi kualitas lumayan bagai mana itu tolong juga pemerintah melakukan pemgawasan yang ketat  dan mengarahkan produsen kita biar semua nya terlindungi
2023-09-28T03:15:41Z,@michaeldavid768,"Sama kayak dulu bang, barang China jelek kualitas bobrok dibanding selain China, sekarang indo mungkin jelek tapi kalau di support bakalan bagus juga, contohnya Advan, laptop 7juta spek gahar, itu salah satu contoh saja"
2023-09-26T03:17:10Z,@motivasikehidupan4817,Gini kok negara mau maju. Wkwkwkwk kocak 😂😂😂. Harusnya Indonesia ciptain dong platform yang bisa menyaingi tiktok. Wkwkwkwk. Kenapa dulu ojek online tidak dilarang? Padahal ojek offline juga sama susahnya 😅😂😂
2023-09-26T03:21:23Z,@chibakutensei111,Indonesia ciptain apk saingan tiktok? yakin? emang orang Indonesia mau make apk saingan tiktok yang jumlah pemakainya kalah jumlah? modalnya? ojek online kan dulu masih belum merusak harga pasar! tidak nyambung kok bawa tiktok ke ojol
2023-09-26T03:57:51Z,@motivasikehidupan4817," ojol sama tiktok  konteksnya sama. Contoh Pedagang di tanah abang ambil barang dengan modal 10rb, lalu dijual dengan harga 20rb dipasar. Lalu muncul tiktok, dengan harga kulak yang sama tapi mereka jual 15rb. Ojek pangkalan sama. Dengan bensin 10rb mereka mengenakan tarif 25rb sedangkan di ojol mungkin cuma 20rb. Ini sama. Makanya saya bandingin."
2023-09-26T03:17:08Z,@andyjunior6186,Seharunya semua ecomerce ditutup sementara dulu untuk menyelamatkan perekonomian ukm yang sekarat sekarang ini.masalahnya pemerintah tidak ada inovasi dalam meng-handle efek negatif perkembangan digitalisasi ekonomi ini.regulasinya hanya bersifat monoton dan tidak ada inovasi agar ukm offline atau online bisa jalan bersinergi tanpa adanya persaingan yang tidak sehat yang jadi akal permasalahannya predator pricing atau monopoli harga yang bisa membunuh ukm online atau ofline.
2023-09-26T03:16:52Z,@RagilGiela-uk9fp,"memang sih online membantu tetapi kalau barang tidak sesuai akan ada ribut itu nyalahin siapa,,,heeee"
2023-09-26T03:16:20Z,@samueljohnson3628,"Ada beberapa hal yang harus dipahami di sini :1. Ada pergeseran cara konsumen belanja trutama dari 10thn lalu sampe sekarang dari offline ke online apalagi generasi milenial dan gen z mereka lebih suka belanja online daripada ke pasar biasa. 2. Tiktok lagi bakar2 uang dengan segala macam promo dan free ongkir, ini juga mengikuti cara toped dkk beberapa waktu lalu.3. Kalau barang impor sebaiknya memiliki izin usaha lokal jadi pemerintah harus cek ini. 4. Pemerintah harus mengatur harga jual dari tiktok yang tidak bisa asal banting harga (karena bakar2 uang tadi) berapa lama tiktok bakar2 uang shingga tidak pengaruhi bisnis offline. 5. Daya beli masyarakat memang menurun beberapa tahun jauh sebelum pandemi, semua harus nya tau kaya glodok, roxy dll sebelum pandemi itu sudah sepi karena pada belanja online. sebagian toko juga sudah ikut online, itu cara yang bagus 6. Bukan hanya tanah abang yang sepi bahkan seluruh indo dan bidang lagi sepi jadi ini juga tugas pmerintah bagaimana cara menaikkan daya beli masyarakat.7. Bukan hanya di indo, di amerika saja berapa tahun sebelum pandemi ada mungkin ratusan mall besar tutup karena sebagian belanja online di amazon makanya kenapa waktu pandemi belanja online di amrik naik tajam sampe saham amazon juga naik tajam. jadi daripada saling menyalahkan coba introspeksi juga para pdagang offline dan pemerintah melihat dengan lebih luas cara pandang nya"
2023-09-26T03:15:50Z,@lagendis706,TUTUP JUGA ITU APLIKASI MEDSOS LIVESTREAMING YanG BERAFILIASI DENGAN JUDI ONLINE...👍💪👍💪💪
2023-09-26T03:15:47Z,@kuringasep1205,Tiktok itu dr china bodoh...negara ini hancur semua oleh china..
2023-09-26T03:14:56Z,@wigiono5341,Selalu Telat....
2023-09-26T03:14:04Z,@jukiq,Lah....harusnya di adakan pembinaan gratis buat pelaku usaha. Makin aneh saja
2023-09-26T04:03:33Z,@MFAJRI-rr2uu,Percuma bos kalau algoritma tiktok nya tidak fer Bayangin yang banyak pengikutnya  dia yang menang yakali semua yang dagang gitu Itu hanya kalangan influencer/artis yang menang
2023-09-26T03:13:53Z,@zulkarnainipku5955,Ingat pakk...tiktok.shopee.lazada menghancurkan industri dan umkm indonesia .tutup permanen semua biar pembeli datang lagi ke toko .pasar.kota.mall ngopi2.jajan2.jalan2 itulah putaran ekonomi kita.hidup pedagang seluruh indonesia😂😂😂😂😂
2023-09-26T03:11:19Z,@abe5457,"Sepinya daya beli tanda ekonomi lagi hancur, harga sembako mahal² dll"
2023-09-26T03:11:09Z,@user-ev1xr3gu5q,Betul pak impor hasilnya lebih besar dari pada pajak
2023-09-26T03:10:23Z,@revieleriswan1639,Pengamat lebih pintar dari menteri2 jokowi...
2023-09-26T03:09:59Z,@cofeeblack3753,Setuju banget..kasihan yang lain jualan dipasar sepi pengunjung..jualan secara live di fb juga harus dilarang.
2023-09-26T03:09:49Z,@evayantinainggolan2731,Ialah..masa tiktok bayar cash😂bayar transfer bos
2023-09-26T03:08:49Z,@kikikentung709,Terus yang jualan di tiktok juga emang tidak ada umkm nya..banyak pak umkm nya juga
2023-09-26T03:08:40Z,@Rickymacho,Sudah mau lengser masih banyak bikin langkah yang tidak penting. justru ada hal yang disorot dunia malah diam dan tiarap terus.
2023-09-26T03:07:51Z,@intanntan6056,"sudah ikutin saja apa maunya pedagang nanti juga ngerti sendiri, pembeli sepi bukan semata karena ada online tetapi memang daya beli untuk pakaian sekarang memang lagi menurun. Langkah pemerintah udah bagus untuk mencegah orang2 yang menyalahkan sana sini."
2023-09-26T03:07:47Z,@Habibpalsu102,Hadiz aja bilang belajarlah sampai negri China . Hahaha kalah bersaing tutup konten. Bukanya mikir solusi. Bukti pemerintah OTAK UDANG ..
2023-09-26T03:07:40Z,@bimosapari1478,Masalahnya tiktok agak monopoli harus barang dari China
2023-09-26T03:05:57Z,@mbahtalib3457,Tapi kalau yang punya situs resmi penjualan online gimana pak?🤔🙄Diblokir semua?😮
2023-09-26T03:04:20Z,@saidasinaga-bd2yq,TERCIDUK UANG INDONESIA KE NEGARA CINA ...SEHINGGA PERPUTARAN RUPIAH DI INDONESIA TiDaK NORMAL
2023-09-26T03:04:13Z,@meilingong6869,"Konsorsium impor bahan baku yang mempertahankan keuntungan yang terlalu besar, untuk seperti bahan baku cotton yang di luar negeri sekitar satu tahun lalu,sudah turun harga sekitar 60 %, tetapi di pasar Indonesia masih harga yang lama (tidak di turunkan ), sehingga pabrikan kewalahan mengenai harga jual nya (misalnya tidak bisa bersaing dengan produk China)."
2023-09-26T03:02:26Z,@djdistro3599,"Platformnya tidak papa pak,,,,,yang bikin hancur adalah produk IMPORT NYA,,,,, kalau dibilang produk lokal kalah bersaing itu tugas pemerintah mengatur mulai penetapan pajak pada pengusaha lokal sekaligus meningkatkan mutu pendidikan agar anak bangsa lebih pandai berinovasi"
2023-09-26T03:01:15Z,@dewaperang7641,"Tiktokshop sering menipu konsumen. Saya beberapa kali belanja di tiktokshop. Barang yang dikirim jauh dari yang diiklankan. Saya beli obeng elektrik,  yang dikirim manual dan kualitas buruk."
2023-09-26T03:00:53Z,@user-mk8ns6en3w,Kalah saingan mulai main kayu......Konsumen lebih suka yang barang berkualitas harga terbatas Apa yang salah Makanya pemerintah harusnya mawas diri khususnya menteri perdagangan dan produksi dpa yang bisa di suport untuk warga
2023-09-26T03:00:51Z,@wangsatedja,Ini baru keputusan pro rakyat. Terima kasih pemerintah..
2023-09-26T06:13:58Z,@PutriPanduwinata,Yang jualan di tiktok shop itu alien kah?? Bukan rakyat?.
2023-09-26T17:02:04Z,@bang-jago353,"Tenang masih banyak toko2 online, toko offline harga bisa 3x lipat harganya ujung2nya yang kaya pedagangnya juga masyarakat dapat apa"
2023-09-26T03:00:42Z,@muhammadyanwar6049,Nanti juga bisa lagi.. Tinggal di sogok aja.. Hidup di Konoha UUD aja...
2023-09-26T03:00:40Z,@oswintuewea7625,Gaskan
2023-09-26T02:59:04Z,@beniyulianto4754,"YANG JADI MASALAH TURUNNYA PEREKONOMIAN DAN BANYAK NYA PENGANGGURAN, BANYAK BIAYA HIDUP YANG HARUS DIBAYAR RAKYAT YANG SEHARUSNYA DISUBSIDI, BANYAKNYA KORUPSI"
2023-09-26T04:01:28Z,@MFAJRI-rr2uu,Itu karena online shop jadi banyak yang kena phk toh di online tidak  perlu karyawan lagi Belum lagi online itu tidak fer jadi uang itu berputar di kalangan atas kayak artis Yang sekarang jualan online juga omset  sejam sampe milyaran Makanya banyak yang pengangguran Ini namanya kesenjangan ekonomi
2023-09-26T02:58:56Z,@masdocwe737,Bapak ini yang komentar ini tidak pernah datang ke pasar
2023-09-26T02:58:48Z,@ayanihayanih9702,Tiktok di larang slot sama togel jalan terus
2023-09-26T02:58:23Z,@livetrademusic,Kalau tidak boleh melalui pembayaran Tiktok (rekening penampung) justru bahaya bagi pembeli. Contoh Instagram sama Facebook. banyak Jual beli bodong dan penipuannya. kalau di fasilitasi justru akan lebih aman.
2023-09-26T02:57:51Z,@ac35uy,"Persis seperti sebuah toko yang penjualnya judes, songong dan dagangannya mahal, marah2 ke berbagai pihak karena dagangannya tidak laku, tanpa mau merubah sikap agar dagangannya laku.Negara mempasilitasi agar bahan baku dapat diserap murah oleh UMKM.😅"
2023-09-26T02:56:44Z,@nawipablo391,sangat bagus.....bisa lihat hiburan di titok.bukan orang jualan aja
2023-09-26T02:55:47Z,@andrebonatitopardede7549,itu loh pinjol dulu diurus goblok sampe org mati
2023-09-26T02:55:36Z,@sudirmanabadi8755,Soppee dan lazada juga di hapus biar adil
2023-09-26T02:54:52Z,@qianahasan460,Seharusya yang di tutup.platform belanja online
2023-09-26T02:54:19Z,@dirgialmajid6000,Lebih banyak jumlah rakyat yang harus disejahterakan dengan harga murah dibandingkan pedagang yang ingin menjual harga dengan mahal.. otak kok tidak dipake..
2023-09-26T02:53:59Z,@cegreksemar7190,"Kita liat saja. Klau tanah abang masih sepi. Berarti kebijakannya salah, cuma ikut2 sosmet."
2023-09-26T02:53:24Z,@ruskundonos3749,yang terpenting intensif pengawasan jangan hanya sekedar gebrakan sesaat..harus berkelanjutan  permanen.
2023-09-26T02:52:44Z,@agungtria6409,Bagus setuju tiktokshop harus di tutup.pengamat jangan dengerin yang merasa berat kan pedagang
2023-09-26T02:52:37Z,@dirgialmajid6000,Salah satu tuntutan reformasi adalah TURUNKAN HARGA (Harga murah) ini menterinya pengen harga mahal.. kaum reformasi keblinger..
2023-09-26T02:52:31Z,@intercoolboy13,Kalo mau jualan di tiktok seller ntar..
2023-09-26T02:52:29Z,@qianahasan460,Mentri perdaganganya.kurang cermat.
2023-09-26T02:51:57Z,@dewiyulisetyowati5380,"Bravo bapak zulhas semoga bangsa ini menjadi bangsa mandiri,maju bukan jadi antek bangsa lain"
2023-09-26T02:50:53Z,@ahmadsusdirohyadin2075,"gara gara tanah abang sepi pengunjung tiktokshop di blok.. memang itu solusi pak.? sepertinya bukan solusi.. namanya dagang ya dimana saja tetap persaingan, tidak mampu bersaing ya gulung tikar,, kok malah melarang aplikasi"
2023-09-26T02:50:37Z,@armantape,pernah pertama order di tiktok sampai 20 hari baru dikirim. tapi selanjutnya cuma 2-4 hari kadang malah saya cancel karena lebih dari 7 hari tidak dikirim
2023-09-26T02:50:19Z,@SriLestari-ez2ml,Judi online sama pinjaman online gimana kelanjutannya???
2023-09-26T02:49:05Z,@Bocah_Petualang77,Makanya harga barang lokal jangan sok kemahalan 😂Masa barang import lebih murah dari bahan lokal? kan aneh..hahahahaha
2023-09-26T02:48:58Z,@jjtv4549,Alhamdulillah UMKM bisa berjualan lagi
2023-09-26T02:47:39Z,@pseudocolor,Barang cina yang ngerusak harga itu juga harus dibatasi
2023-09-26T02:47:16Z,@gobankferoza6136,"Case tiktokshop itu langsung dri produsen luar negeri (terutama dri china) ke pembeli tanpa melalui regulasi pajak dan bea cukai. 1. Pemerintah loss income dri ecommerce model ini. 2. Sektor UMKM Indonesia juga tidak bisa bersaing karena mereka banting harga sangat murah dan menghancurkan harga di Indonesia.3. Secara logaritma sistem diutamakan produsen china yang di Fyp-in, jadi produsen lokal indonesia tidak bakalan ngangkat."
2023-09-28T03:01:19Z,@michaeldavid768,"Mereka tidak paham aglomerasi bang, mereka taunya fyp dan isinya fyp barang China 😂, mereka juga tidak paham pajak bang, aneh memang orang yang Denial kek gitu"
2023-09-26T02:47:14Z,@johanservice9042,Bukan Tiktok saja tapi semua media harus dilarang kalau tidak dilarang maka banyak gedung gedung yang ada di seluruh Indonesia sudah pasti banyak yang kosong mall mall pasti banyak yang tutup
2023-09-26T02:46:24Z,@MARVINGAYE662,Setuju sih. TikTok berbahaya
2023-09-26T02:53:27Z,@hakoppsp,Harus tiktok ..   diatur.... jangan semua di embat....
2023-09-26T02:45:50Z,@woodwindfashionandmusic9496,Bagaimana dengan nasib pedagang2 kecil yang berjualan via Tiktok se Indonesia karena tidak sanggup menyewa toko gede2 seperti para Boss besar di tanah abang ? ...cuma nanya
2023-09-26T02:45:37Z,@eticommobile5317,"Mantap, setuju dengan keputusan pemerintah, bila perlu tiktok di blokir saja,  akhir akhir ini banyak hp rusak karna tiktok, sekarang ngehank restar2,"
2023-09-26T02:45:27Z,@masemajumbakegoyang1885,Merusak pasar. Kompetisi jadi tidak sehat
2023-09-26T02:45:04Z,@MuzMuz93,
2023-09-26T02:44:47Z,@annennorman2317,"Setuju lah, jangan semua jual di online,  biar toko offine hidup lagi dan rame lagi"
