,publishedAt,authorDisplayName,textDisplay,textDisplay_Tokens
338,2023-09-27T18:14:33Z,@ronypemalang6597,saya sangat tidak setuju jika tiktokshop di tutup,saya sangat tidak tuju jika tiktokshop di tutup
339,2023-09-27T18:06:36Z,@KausarAl,kenapa chip domino gk ditutup kakek merah,kenapa chip domino gk tutup kakek merah
340,2023-09-27T18:01:57Z,@user-ms2eg3df2l,tutup aja,tutup aja
341,2023-09-27T17:37:45Z,@zeitalwayne8523,toko tanah abang siapa yg punya umkmnya langsung ngkk mereka nyewa pada satu bos besar yg punya beberapa toko disana wajar kalau umkm pilih tiktokshop karena ngk perlu bayar sewa toko karena bisa jualan dirumah sehingga harga bisa lebih murah,toko tanah abang siapa yg punya umkmnya langsung ngkk mereka nyewa pada satu bos besar yg punya beberapa toko sana wajar kalau umkm pilih tiktokshop karena ngk perlu bayar sewa toko karena bisa jual rumah sehingga harga bisa lebih murah
342,2023-09-27T17:05:01Z,@nevidestiandri4773,sangat sangat setuju dengan berbagai alasan harus ditutup,sangat sangat tuju dengan bagai alas harus tutup
343,2023-09-27T16:58:42Z,@bintanghufrutikultura7469,shopee juga harus tutup klo tidak siap semua kota di indonesia akan jadi kota hantu,shopee juga harus tutup klo tidak siap semua kota di indonesia akan jadi kota hantu
344,2023-09-27T16:14:03Z,@lilikheryani1113,tiktok sosmed jd tiktok shop ini melanggar perjanjian harus nya pemerintah denda tiktok,tiktok sosmed jd tiktok shop ini langgar janji harus nya perintah denda tiktok
345,2023-09-27T14:20:01Z,@randoalwi-kt3db,masih blm terlambat masih ada harapan buat pedagang offline tanah abang dll untuk bertahan,masih blm lambat masih ada harap buat dagang offline tanah abang dll untuk tahan
346,2023-09-27T13:44:08Z,@online8271,hahaha jokowi pasti nurut ae meskipun aturannya nyusahin rakyat,hahaha jokowi pasti nurut ae meski atur nyusahin rakyat
347,2023-09-27T13:40:49Z,@MellaMorgen,we will see tanah abang dan pasar tradisional naik lagi hip hooop horeeey kite pembeli beli online soalnya panas banget kaga kuat,we will see tanah abang dan pasar tradisional naik lagi hip hooop horeeey kite beli beli online soal panas banget kaga kuat
348,2023-09-27T13:29:27Z,@ibnuazyar8616,syukurlah goyang pargoy nggak dilarang ditiktok,syukur goyang pargoy nggak larang ditiktok
349,2023-09-27T11:48:12Z,@fighter4074,kalo ga mempan mensukseskan tanah abang di pulau jawa sana ya apa boleh buat tapi ditutupnya tiktok shop udah menolong pasar konvensional di provinsi laincth kyk ditempat saya pasar elektronik dan baju murah masih banyak dikunjungi masyarakat meski di kota kami udah banyak kurir berlalu lalang dan banyak nak² generasi tiktok disini,kalo ga mempan sukses tanah abang di pulau jawa sana ya apa boleh buat tapi tutup tiktok shop udah tolong pasar konvensional di provinsi laincth kyk tempat saya pasar elektronik dan baju murah masih banyak kunjung masyarakat meski di kota kami udah banyak kurir lalu lalang dan banyak nak generasi tiktok sini
350,2023-09-27T08:32:49Z,@user-fg9jf6jq9p,tutuptiktok,tutuptiktok
351,2023-09-27T03:50:44Z,@santiahilda2842,kenapa harus tanah abang yg boleh jualan cuma tanah abang doanggg ,kenapa harus tanah abang yg boleh jual cuma tanah abang doanggg
352,2023-09-27T02:43:04Z,@soulterz6446,jualan online buku ikut mencerdaskan masyarakat pesisir lho penjual barang yang gak musuhan sama barang impor malah jadi kena imbasnya juga ,jual online buku ikut cerdas masyarakat pesisir lho jual barang yang gak musuh sama barang impor malah jadi kena imbas juga
353,2023-09-27T01:30:59Z,@17meisha,iya lah gila luh nilai harga mata uangnya jga beda antara indonesia ma china dia makanya bisa jual barang lebih murah belum harga bea cukai yg mungkin minim blum ada resiko barang mask ilegal lbh murah lagu jatuhny pembeli harus bijak pemerintah harus tegas semua harus kerja sama jangan buat keuntungan uang ga seberapa uang kita lari ke luar negeri nnti lama bisa jadi inflasi indonesia juga yang repot ini bukan masalah pasar sepi aja tapi masalah perputaran uang yang tidak merata selama uang berputar di dalem negeri indonesia aman tapi klo perputarannya meluber ke luar negeri ga bahaya tah sekarang pasar besok bisa lebih gawat lagi klo uang kita lari ke negeri orang untng keburu diatasi,iya lah gila luh nilai harga mata uang jga beda antara indonesia ma china dia makanya bisa jual barang lebih murah belum harga bea cukai yg mungkin minim blum ada resiko barang mask ilegal lbh murah lagu jatuhny beli harus bijak perintah harus tegas semua harus kerja sama jangan buat untung uang ga berapa uang kita lari ke luar negeri nnti lama bisa jadi inflasi indonesia juga yang repot ini bukan masalah pasar sepi aja tapi masalah putar uang yang tidak rata lama uang putar di dalem negeri indonesia aman tapi klo putar luber ke luar negeri ga bahaya tah sekarang pasar besok bisa lebih gawat lagi klo uang kita lari ke negeri orang untng keburu atas
354,2023-09-26T19:04:48Z,@Ijul843,harusnya negara punya bisnis online biar kita belanja ksana g k luar negeri,harus negara punya bisnis online biar kita belanja ksana g k luar negeri
355,2023-09-26T16:55:26Z,@hekpalangmati3793,tik tok shop malam ini masih bisa belanja online ,tik tok shop malam ini masih bisa belanja online
356,2023-09-26T14:47:31Z,@Redmi-xu1yo,utuber tak bayar cukai kerajaan lah tu donk ,utuber tak bayar cukai raja lah tu donk
357,2023-09-26T14:03:29Z,@gerhanabangz6385,bapak menteri terhormat saya belanja di tanah abang atau dimanapun mikir x karna untuk makan saja susah pada mahal semua semenjak bbm naik kenapa tidak mikirin gimana bbm bisa murah lagi dan daya beli masyarakat lebih kuat lagi,bapak menteri hormat saya belanja di tanah abang atau mana mikir x karna untuk makan saja susah pada mahal semua semenjak bbm naik kenapa tidak mikirin gimana bbm bisa murah lagi dan daya beli masyarakat lebih kuat lagi
358,2023-09-26T13:25:17Z,@astialyatul9671,pengunjung sepi kaya di kuburan,unjung sepi kaya di kubur
359,2023-09-26T13:24:12Z,@astialyatul9671,di bandung toko toko sepi,di bandung toko toko sepi
360,2023-09-26T13:13:27Z,@sitompulharahap2565,biasa bentar lagi cari pamor lah nah sekarang yang di sasar dari segi umkm katanya padahal yang jualan di tiktokshop juga ada umkm nya loh ,biasa bentar lagi cari pamor lah nah sekarang yang di sasar dari segi umkm kata padahal yang jual di tiktokshop juga ada umkm nya loh
361,2023-09-26T13:08:44Z,@anugrah464m9,yang percaya tiktokshop di tutup kalian tolol itu apk china milik abang tertua kalian mau abang tertua marah ti dicabut investasinya,yang percaya tiktokshop di tutup kalian tolol itu apk china milik abang tua kalian mau abang tua marah ti cabut investasi
362,2023-09-26T12:49:23Z,@ericdesada9673,indonesia belum bisa masuk persaingan global jadi gini endingnya,indonesia belum bisa masuk saing global jadi gin endingnya
363,2023-09-26T12:45:35Z,@logandglydrz3427,terus kalau dilanggar mau di apa wkwkwk,terus kalau langgar mau di apa wkwkwk
364,2023-09-26T12:45:24Z,@ipankrolls9647,pinjol sama judol diurus duluan ,pinjol sama judol urus duluan
365,2023-09-26T12:44:52Z,@adichanel7411,lah tindakan nya larang gimana masih banyak yang live jualan,lah tindak nya larang gimana masih banyak yang live jual
366,2023-09-26T12:23:54Z,@hanisya8401,hapus aja tiktoknya pak kalau mau jualan di aplikasinya saja,hapus aja tiktoknya pak kalau mau jual di aplikasi saja
367,2023-09-26T12:14:56Z,@dmssfa,judi online masih banyak tidak bisa larang apa blokir,judi online masih banyak tidak bisa larang apa blokir
368,2023-09-26T12:10:50Z,@mhdriansyach7378,mentri perekonomian kalah sama tiktok buat apa negara gajih mentri pake duit rakyat kalau tidak bisa menjaga ke stabilan ekonomi rakyat malu sama label mentri kalau isi kepala nya cetek titok persentasi market nya kecil karna tingkat domestik pun hanya ranah skala ekonomi mikro yg benar jualan tingkat menengah ke bawah hanya dengan gerakan kecil saja sudah membuat perekonomian dan sektor perdagangan amburadul lantas sebagai mentri peedagangan dan perekonomian apa saja yg sudah di lakukan apa hanya sekedar bengong kah lucu ,tri ekonomi kalah sama tiktok buat apa negara gajih tri pake duit rakyat kalau tidak bisa jaga ke stabil ekonomi rakyat malu sama label tri kalau isi kepala nya cetek titok persentasi market nya kecil karna tingkat domestik pun hanya ranah skala ekonomi mikro yg benar jual tingkat tengah ke bawah hanya dengan gera kecil saja sudah buat ekonomi dan sektor dagang amburadul lantas bagai tri peedagangan dan ekonomi apa saja yg sudah di laku apa hanya dar bengong kah lucu
369,2023-09-26T12:08:41Z,@agussusanto7028,yang keliru sistem perdagangannya kok tiktok yang disalahin ,yang keliru sistem dagang kok tiktok yang disalahin
370,2023-09-28T03:12:16Z,@michaeldavid768,kan tiktokshop bukan tiktoknya bagaimana sih,kan tiktokshop bukan tiktoknya bagaimana sih
371,2023-09-26T12:00:13Z,@dellymarpaung8451,produk dari luar lebih baik dibandingkan pruduk lokal yang bernota bene merk yang sama tapi berbeda kualitet,produk dari luar lebih baik banding pruduk lokal yang nota bene merk yang sama tapi beda kualitet
372,2023-09-26T11:54:54Z,@chandradian7621,kenapa tidak disuruh ikutan jualan online saja,kenapa tidak suruh ikut jual online saja
373,2023-09-26T11:48:15Z,@fientrick8299,terus ig fb juga tuh sosial juga tuh,terus ig fb juga tuh sosial juga tuh
374,2023-09-26T11:41:58Z,@acengsuhanda7158,otak kamu itu keliru trubus,otak kamu itu keliru trubus
375,2023-09-26T11:30:59Z,@febriardi2936,harusnya ulasan sama bintang ditiadakan karena di marketplace orange sama hijau mereka banting an harga bahkan jual rugi hanya agar dapat bintang dan ulasan dari sini saja sudah tidak sehat,harus ulas sama bintang tiada karena di marketplace orange sama hijau mereka banting an harga bahkan jual rugi hanya agar dapat bintang dan ulas dari sini saja sudah tidak sehat
376,2023-09-28T03:09:32Z,@michaeldavid768,nah ini dia yang jadi poin monopolinya kalau saja artis besar jualan di tiktokshop gimana secara mereka punya follower besar kan jadi tidak bisa bersaing yang baru mulai atau yang kecil bayangkan kalau ada jt yang live di tiktok shop siapa yang mau check jt pedagang online tadi bagus bang komen mu,nah ini dia yang jadi poin monopoli kalau saja artis besar jual di tiktokshop gimana cara mereka punya follower besar kan jadi tidak bisa saing yang baru mulai atau yang kecil bayang kalau ada jt yang live di tiktok shop siapa yang mau check jt dagang online tadi bagus bang komen mu
377,2023-09-26T11:30:05Z,@HOMEtoolDekor,alhamdulilah,alhamdulilah
378,2023-09-26T11:29:53Z,@xgamersindonesia5610,,
379,2023-09-26T11:23:58Z,@agungsoeroso6424,baguslah daripada semua umkm bangkrut,bagus daripada semua umkm bangkrut
380,2023-09-26T11:18:19Z,@rickystarlord3122,aplikasi driver online yang tidak resmi di biarkan kacau menteri nya,aplikasi driver online yang tidak resmi di biar kacau menteri nya
381,2023-09-26T11:17:30Z,@user-dj6rn6po3j,iya sudah tutup saja biar aman haha,iya sudah tutup saja biar aman haha
382,2023-09-26T11:02:55Z,@muhamadsopin457,wow mantap bos betul banget bos pemerintah indonesia ,wow mantap bos betul banget bos perintah indonesia
383,2023-09-26T10:50:51Z,@calleighstory,yang salah itu perilaku banting harga dan rusak pasaran bukan ecommercenya tiktok ditutup pun biang keroknya banting harga di marketplace atau ecommerce lain toped shopee lazada blibli bukalapak dll jangan sempit pikirannya mau bijak harus atur harga yang pasti itu sulit karena selama mafia masih beredar jualan seenak jidatnya umkm tidak akan bisa survive ini sudah kiamat buat orang ekonomi menengah kebawah,yang salah itu perilaku banting harga dan rusak pasar bukan ecommercenya tiktok tutup pun biang kerok banting harga di marketplace atau ecommerce lain toped shopee lazada blibli bukalapak dll jangan sempit pikir mau bijak harus atur harga yang pasti itu sulit karena lama mafia masih edar jual enak jidat umkm tidak akan bisa survive ini sudah kiamat buat orang ekonomi tengah bawah
384,2023-09-26T10:44:04Z,@RahmatHidayat-ji7qx,peratuan kacau ini aduh seharusnya pedagang emperan yang punya toko dipasar dobel toko dong diasar juga jual di online juga seharusnya belanja di online barang yang susah dicari selalu ada coba kalo tidak ada toko online batang yang susah dicari mau beli dimna beli langsung kalo penjual dekat sih tidak masalah lah kalo yang mau beli orang jakarta yang jual orang surabaya masa iya orang jakarta harus ke surabaya jalan jauh cuma mau beli barang saja mahal di ongkos cape juga waktu jarak tempuh,ratu kacau ini aduh harus dagang emper yang punya toko pasar dobel toko dong asar juga jual di online juga harus belanja di online barang yang susah cari selalu ada coba kalo tidak ada toko online batang yang susah cari mau beli dimna beli langsung kalo jual dekat sih tidak masalah lah kalo yang mau beli orang jakarta yang jual orang surabaya masa iya orang jakarta harus ke surabaya jalan jauh cuma mau beli barang saja mahal di ongkos cape juga waktu jarak tempuh
385,2023-09-26T10:40:56Z,@mbandik,mari kita selamatkan industri pager kalkulator mesin ketik,mari kita selamat industri pager kalkulator mesin ketik
386,2023-09-26T10:30:15Z,@chikiboomboom665,sampai kapanpun toko offline tidak bakal bisa bersaing dengan online kan harus beli atau sewa tempat listrik bayar izin usaha imb keama kebersihan dan karyawan mana mampu bersaing saya aja sudah tidak pernah belanja di toko sejak ada tokopedia sudah tahun lebih belanja online terus,sampai kapan toko offline tidak bakal bisa saing dengan online kan harus beli atau sewa tempat listrik bayar izin usaha imb ama bersih dan karyawan mana mampu saing saya aja sudah tidak pernah belanja di toko sejak ada tokopedia sudah tahun lebih belanja online terus
387,2023-09-26T10:07:46Z,@ICU-Z21,tetep seminggu kemudian tidak berdaya oleh sogokan dari tiktok ingat omongan saya,tetep minggu kemudian tidak daya oleh sogo dari tiktok ingat omong saya
388,2023-09-26T10:06:41Z,@ICU-Z21,apanya di larang lancar terus tu,apa di larang lancar terus tu
389,2023-09-26T10:01:22Z,@EB.013,pemerintah selalu tertinggal langkah harusnya mereka ini membuat regulasi dari awal bukan disaat banyak yang tumbang jadi bisa diliat bahwa pemerintah tidak bisa mengantisipasi kejadian seperti ini kalo mereka punya pemikiran yang lebih jauh pasti mereka sudah memikirkan dampak kalo tiktokshop ada dengan begitu mereka bisa membuat aturan regulasi,perintah selalu tinggal langkah harus mereka ini buat regulasi dari awal bukan saat banyak yang tumbang jadi bisa liat bahwa perintah tidak bisa antisipasi jadi seperti ini kalo mereka punya pikir yang lebih jauh pasti mereka sudah pikir dampak kalo tiktokshop ada dengan begitu mereka bisa buat atur regulasi
390,2023-09-26T10:00:19Z,@hendriyahya7995,diawali dengan pandemi yang memaksa orang belanja online dan berbisnis jualan online efek dominonya masih bergulir kemana mana dengan cepat ditambah dengan para artis yang dagang ala anak kecil main main dengan harga murah efeknya ngancurin harga pasaran umum baik di online dan ofline,awal dengan pandemi yang paksa orang belanja online dan bisnis jual online efek domino masih gulir mana mana dengan cepat tambah dengan para artis yang dagang ala anak kecil main main dengan harga murah efek ngancurin harga pasar umum baik di online dan ofline
391,2023-09-26T09:57:49Z,@rinohermawan14,yang melanggar padahal tidak hanya tiktok yang dilarang kok hanya tiktok market place lain juga melakukan hal yang sama,yang langgar padahal tidak hanya tiktok yang larang kok hanya tiktok market place lain juga laku hal yang sama
392,2023-09-26T09:53:43Z,@kurmamandiritama7197,yang jadi pertanyaan mampukah indonesia menstop impor² barang masuk ke indonesia demi mengembangkan umkm produk dalam negeri,yang jadi tanya mampu indonesia stop impor barang masuk ke indonesia demi kembang umkm produk dalam negeri
393,2023-09-26T09:51:52Z,@barangmurah931,mengatur barang impor yang masuk harusnya memang barang masuk ke indo tidak di cek dulu apa memang pelicin nya gede yang di kambing hitamkan nya aplikasi nya sulit maju,atur barang impor yang masuk harus memang barang masuk ke indo tidak di cek dulu apa memang licin nya gede yang di kambing hitam nya aplikasi nya sulit maju
394,2023-09-26T09:51:45Z,@bangeidie5855,ini karena daya beli masyarakat berkurang di kampung saja penjualan berkurang sebenarnya kita ini sedang krisis,ini karena daya beli masyarakat kurang di kampung saja jual kurang benar kita ini sedang krisis
395,2023-09-26T09:48:48Z,@mzaini30,innalilah,innalilah
396,2023-09-26T09:45:50Z,@prestigeleatherworks,lah terus yang jualan produk umkm di tiktok gimana nasibnya baru saja mau mulai naik pak jualan di tiktok gimana mau mikir nambah karyawan ini mikirin gaji saja mumet ,lah terus yang jual produk umkm di tiktok gimana nasib baru saja mau mulai naik pak jual di tiktok gimana mau mikir nambah karyawan ini mikirin gaji saja mumet
397,2023-09-26T09:30:41Z,@intanmaharini2231,negara cina aja melarang marketplace asing masuk ke negaranya kok kita baik hati mau nerima lazada shopee tiktok hancurlah ekonomi kita tirulah negara cina,negara cina aja larang marketplace asing masuk ke negara kok kita baik hati mau nerima lazada shopee tiktok hancur ekonomi kita tiru negara cina
398,2023-09-26T09:29:00Z,@eatshitanddie3771,setolol itu kah orang pemerintahan yang harus di stop itu impor barang yang bisa di produksi di indonesia percuma lah tolol kamu tutup tiktokshop juga tidak ngaruh sama mreka di tutup kan tinggal buka ruko jualan murah di obral pemerintah itu ga mau tutup impor karna ngejat pajak barang masuk,tolol itu kah orang perintah yang harus di stop itu impor barang yang bisa di produksi di indonesia percuma lah tolol kamu tutup tiktokshop juga tidak ngaruh sama mreka di tutup kan tinggal buka ruko jual murah di obral perintah itu ga mau tutup impor karna ngejat pajak barang masuk
399,2023-09-26T09:27:57Z,@Kancamu,bagaimana dengan shopee dan toped,bagaimana dengan shopee dan toped
400,2023-09-26T09:24:53Z,@apparel4780,zulfikli hasan top cepat ambil tindakan sebelum tenggelam,zulfikli hasan top cepat ambil tindak belum tenggelam
401,2023-09-26T09:22:28Z,@warisandayani8827,terserah,serah
402,2023-09-26T09:21:53Z,@bijantojanto5453,larang juga alfamart indomart pak,larang juga alfamart indomart pak
403,2023-09-26T09:20:08Z,@intanmaharini2231,tokopedia yang investornya jack ma ali baba itu harusnya dilarang saja di indonesia bisa bunuh umkm marketplace asing kalau diijinkan bakal jual barang dari cina mereka bakal menguasai perdagangan nih temen ku pelaku umkm pada bangkrut,tokopedia yang investor jack ma ali baba itu harus larang saja di indonesia bisa bunuh umkm marketplace asing kalau diijinkan bakal jual barang dari cina mereka bakal kuasa dagang nih temen ku laku umkm pada bangkrut
404,2023-09-26T09:17:15Z,@intanmaharini2231,market place asing macam lazada shopee tokopedia yang investor cina dilarang di indonesia juga ini hancurkan umkm,market place asing macam lazada shopee tokopedia yang investor cina larang di indonesia juga ini hancur umkm
405,2023-09-27T13:53:20Z,@jarliaduy6891,tokopedia itu aplikasi milik orang indonesia bersama bukalapak yang mulai sepi kalo shopee kantor pusat di singapore dan lazada kantor pusat di china,tokopedia itu aplikasi milik orang indonesia sama bukalapak yang mulai sepi kalo shopee kantor pusat di singapore dan lazada kantor pusat di china
406,2023-09-26T09:02:23Z,@Fransfera,harusnya tiktok nya juga di block anak sd tetangga sudah tau cowo ganteng pas aku pulang dating so cantik banget mau rebut kek di tiktok katanya,harus tiktok nya juga di block anak sd tetangga sudah tau cowo ganteng pas aku pulang dating so cantik banget mau rebut kek di tiktok kata
407,2023-09-26T08:58:45Z,@vekoklopp1335,kenapa indonesia tidak maju karena selalu tertinggal teknologi apalagi di zaman digital saat ini,kenapa indonesia tidak maju karena selalu tinggal teknologi apalagi di zaman digital saat ini
408,2023-09-26T08:57:10Z,@brother-304,udah tidak zaman belanja ke pasar yang berdesakan resiko banyak belum lagi pemborosan uang bensin dan menambah capek juga tidak menghemat waktu dulu pasar tradisional di kalahkan oleh pasar modern sekarang pasar modern dikalahkan oleh online jadi semua itu ada masanya pemerintah tidak bisa menyalahkan tiktokshop tetapi harusnya pemerintah mengatur saja aturan mainnya bukan melarang,udah tidak zaman belanja ke pasar yang desa resiko banyak belum lagi boros uang bensin dan tambah capek juga tidak hemat waktu dulu pasar tradisional di kalah oleh pasar modern sekarang pasar modern kalah oleh online jadi semua itu ada masa perintah tidak bisa salah tiktokshop tetapi harus perintah atur saja atur main bukan larang
409,2023-09-26T08:49:37Z,@AyeJUGenerasikilat,pasar tradisional hancur di era digital kasihan orang kecil pedagang tua daerah pelosok dll,pasar tradisional hancur di era digital kasihan orang kecil dagang tua daerah pelosok dll
410,2023-09-26T11:34:28Z,@neferur,mangkanya ikuti perkembangan zaman jangan gaptek dan anti teknologi,mangkanya ikut kembang zaman jangan gaptek dan anti teknologi
411,2023-09-26T08:43:01Z,@user-mq7pu7pz3u,urus sana kkb yang tidak kunjung beres yang banyak menelan korban tni polri,urus sana kkb yang tidak kunjung beres yang banyak tel korban tni polri
412,2023-09-26T08:36:10Z,@enahoky7793,kata nya hidup mati jodoh rejeki ditangan tuhan bangsa yang agamais kok tidak percaya tuhan kalau rejeki sudah ada yang ngatur bangsa yang selalu berjalan mundur kalau tidak bisa mengikuti perkembangan zaman dan teknologi,kata nya hidup mati jodoh rejeki tang tuhan bangsa yang agamais kok tidak percaya tuhan kalau rejeki sudah ada yang ngatur bangsa yang selalu jalan mundur kalau tidak bisa ikut kembang zaman dan teknologi
413,2023-09-26T08:36:00Z,@AngelMoon-xd8vq,yang begini keputusanya cepat pinjol² busuk yang sudah makan korban smp meninggal vonisnya lama,yang begini keputusanya cepat pinjol busuk yang sudah makan korban smp tinggal vonis lama
414,2023-09-26T08:35:16Z,@coronabeer8998,pendapat saya biang kerok usaha offline mati adalah biaya toko offline itu tinggi sewa toko pajak usaha kalo sewa kios murah otomatis pedagang juga akan memangkas harga jual sehingga bisa bersaing dengan online coba aja biaya sewa kios di tanah abang berapa biaya sewa ruko per tahun minimal juta makanya banyak orang usaha online dari rumah atau ruko yang sewanya murah karena tidak strategis makanya pedagang juga harus belajar jualan online kalo belum bisa,dapat saya biang kerok usaha offline mati adalah biaya toko offline itu tinggi sewa toko pajak usaha kalo sewa kios murah otomatis dagang juga akan mangkas harga jual sehingga bisa saing dengan online coba aja biaya sewa kios di tanah abang berapa biaya sewa ruko per tahun minimal juta makanya banyak orang usaha online dari rumah atau ruko yang sewa murah karena tidak strategis makanya dagang juga harus ajar jual online kalo belum bisa
415,2023-09-27T03:48:27Z,@santiahilda2842,ikut perkembangan zaman,ikut kembang zaman
416,2023-09-28T03:44:00Z,@dewianggraeni8182,komen paling cerdas,komen paling cerdas
417,2023-09-29T04:55:59Z,@rin7109,iya dan harusnya para artis yang sudah terkenal jualan offline saja dan barang barang yang dijual untuk menengah ke atas,iya dan harus para artis yang sudah kenal jual offline saja dan barang barang yang jual untuk tengah ke atas
418,2023-09-26T08:31:55Z,@zainboy2148,jangan lama lagi dah tutup online tiktok,jangan lama lagi dah tutup online tiktok
419,2023-09-26T08:28:27Z,@artworkscimolmul6191,alhamdulillah,alhamdulillah
420,2023-09-26T08:24:17Z,@hotbybrz3516,ketawa aja selama sistemnya salah mau di tutup mau di kurangi hasilnya sama saja pak menteri,ketawa aja lama sistem salah mau di tutup mau di kurang hasil sama saja pak menteri
421,2023-09-26T08:22:07Z,@anji6456,tidak bisa bersaing harga nyalahin tiktok payah,tidak bisa saing harga nyalahin tiktok payah
422,2023-09-26T08:20:39Z,@firmanputraoleng1415,mending urus koruptor yang lebih merugikan negara jangan di lindungi malah ngurus jualan online yang mempermudah masyarakat,mending urus koruptor yang lebih rugi negara jangan di lindung malah ngurus jual online yang mudah masyarakat
423,2023-09-26T08:17:30Z,@syarifazza0074,semua pasar konvensinal punya masalah yang kompleks yang bikin biaya tinggi sedangkan online tidak ada masalah jadi bisa lebih murah,semua pasar konvensinal punya masalah yang kompleks yang bikin biaya tinggi sedang online tidak ada masalah jadi bisa lebih murah
424,2023-09-26T08:15:02Z,@anapol4704,sudah waktunya presiden dari keturu yaman,sudah waktu presiden dari keturu yaman
425,2023-09-26T08:14:45Z,@sarahangelic1140,hancurin rakyat kecil berdagang di online,hancurin rakyat kecil dagang di online
426,2023-09-26T08:07:32Z,@usielchannel517,pak jangan bikin alasan karna produk impor lebih murah daripada produk lokal apa iya rakyatnya mau disuguhkan harga mahal terus pak jika ingin bersaing dengan produk impor turunkan juga harga produk lokal pak tapi yang berkwalitas yang sama,pak jangan bikin alas karna produk impor lebih murah daripada produk lokal apa iya rakyat mau suguh harga mahal terus pak jika ingin saing dengan produk impor turun juga harga produk lokal pak tapi yang berkwalitas yang sama
427,2023-09-28T03:11:32Z,@michaeldavid768,sulit bang di china sana industri nya di subsidi terus pajak ekspor kecil jadi barang bisa murah sebenarnya bukan cuma masalah diatas yang jadi masalah ada banyak tapi itu salah satunya saja,sulit bang di china sana industri nya di subsidi terus pajak ekspor kecil jadi barang bisa murah benar bukan cuma masalah atas yang jadi masalah ada banyak tapi itu salah satu saja
428,2023-09-26T08:01:48Z,@aziscolins3241,kok masih buka tiktokshop nya,kok masih buka tiktokshop nya
429,2023-09-26T07:59:36Z,@newhp8835,sejak ada tiktok bukan cuma dagangan manusia juga jadi hobi menyanyi dan joget kalau liat wanita berjoget masih mending ini lelaki joget melambai di tiktok jijik ngeliatnya,sejak ada tiktok bukan cuma dagang manusia juga jadi hobi nyanyi dan joget kalau liat wanita joget masih mending ini lelaki joget lambai di tiktok jijik ngeliatnya
430,2023-09-26T07:55:19Z,@next_729,sekalian saja blokir tiktok sampah itu negara maju seperti amerika jepang korea dan negara barat saja blokir tiktok karena tiktok perusak moral bangsa yang dirancang oleh pemerintah komunis china menjatuhkan bangsa lain karena tiktok termasuk anggota komunis china,sekali saja blokir tiktok sampah itu negara maju seperti amerika jepang korea dan negara barat saja blokir tiktok karena tiktok usak moral bangsa yang rancang oleh perintah komunis china jatuh bangsa lain karena tiktok masuk anggota komunis china
431,2023-09-26T07:55:18Z,@halimfusianto225,kalau masih sama bagaimana,kalau masih sama bagaimana
432,2023-09-26T07:50:44Z,@tediken,pemerintah bisa apa tiktok kan punya aplikasi cina kentut,perintah bisa apa tiktok kan punya aplikasi cina kentut
433,2023-09-26T07:40:21Z,@KritikBolehkan,rakyat konoha doyan belanja produk china tidak lama lagi juga banyak yang hidup sengsara karena ekonomi ya diperas oleh kungfu panda made in china ,rakyat konoha doyan belanja produk china tidak lama lagi juga banyak yang hidup sengsara karena ekonomi ya peras oleh kungfu panda made in china
434,2023-09-26T07:38:33Z,@anangaja1647,nah coba kita lihat setelah ini kalo pedagang tetap sepi berarti bukan ecommerce penyebabnya mereka mau menyalahkan siapa lagi coba ,nah coba kita lihat telah ini kalo dagang tetap sepi arti bukan ecommerce sebab mereka mau salah siapa lagi coba
435,2023-09-26T07:38:11Z,@antinazmiati-ln6ys,hapus tiktok,hapus tiktok
436,2023-09-26T07:36:24Z,@mpanduisbandi601,mau murah apa mahal yah masyarakat bebas sih,mau murah apa mahal yah masyarakat bebas sih
437,2023-09-26T07:34:48Z,@oghedecoration6333,giliran pake bisnis online dilarang tetapi katanya mau maju ini negeri jadi kocak ya,gilir pake bisnis online larang tetapi kata mau maju ini negeri jadi kocak ya
438,2023-09-26T07:33:02Z,@ReighaKhaleed,ternyata masyarakat wakanda lebih suka balik ke zaman batu daripada harus melek teknologi harusnya artis tidak boleh jualan,nyata masyarakat wakanda lebih suka balik ke zaman batu daripada harus melek teknologi harus artis tidak boleh jual
440,2023-09-26T07:31:59Z,@AdiPasaman-xd7ub,apanya yang dihapus masih bisa belanja kok,apa yang hapus masih bisa belanja kok
441,2023-09-26T07:29:19Z,@anggatshu10,gimama enaknya aja deh lanjutkan,gimama enak aja deh lanjut
442,2023-09-26T07:28:36Z,@zidanespt4055,lambat bos,lambat bos
443,2023-09-26T07:27:53Z,@ordarorder4729,tiktokshop dilarang game online slot dibiarkan,tiktokshop larang game online slot biar
444,2023-09-26T07:25:04Z,@anthonyhalim5979,jabatan hasil giveaway selalu diluar nurul kebijakan nya yang harus ditingkatkan itu kompetensi penjual kualitas produk lokalnya atur alur produksi distribusi seefisien mungkin biar harga bisa tetap bersaing kebiasaan dimanja pake peraturan giliran ketemu lawan lebih unggul dikit langsung tantrum,jabat hasil giveaway selalu luar nurul bijak nya yang harus tingkat itu kompetensi jual kualitas produk lokal atur alur produksi distribusi efisien mungkin biar harga bisa tetap saing biasa manja pake atur gilir ketemu lawan lebih unggul dikit langsung tantrum
